Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
83,Dwight Howard\howardw01,C,30,HOU,5,5,36,5.2,9.6,0.542,0,0.2,0,5.2,9.4,0.553,0.542,2.8,7.6,0.368,5.2,8.8,14,1.6,0.8,1.4,2.4,4.2,13.2,15.7,0.51,0.021,0.792,14.4,27.4,20.5,8.2,1.1,3.4,15.6,17.5,0,0.1,0.2,0.046,-4.2,4.4,0.2,0.1
84,Josh Huestis\huestjo01,PF,24,OKC,2,0,5,0.5,1.5,0.333,0.5,1,0.5,0,0.5,0,0.5,0,0,,0.5,1,1.5,0,0,0,0,0.5,1.5,10.6,0.5,0.667,0,11.4,21.9,16.7,0,0,0,0,13,0,0,0,0.119,-1.8,-5.2,-7,0
85,Kris Humphries\humphkr01,PF,30,ATL,4,0,14,3.3,7,0.464,1.3,2.5,0.5,2,4.5,0.444,0.554,1.5,1.5,1,2,4,6,1,0.5,1.3,0.5,2.3,9.3,30.8,0.604,0.357,0.214,16.1,29.4,23,13.7,1.8,8,6.1,26.1,0.2,0.1,0.4,0.319,5.9,3.8,9.7,0.2
86,R.J. Hunter\hunterj01,SG,22,BOS,5,0,8.2,0.4,1.8,0.222,0.2,1,0.2,0.2,0.8,0.25,0.278,0,0,,0.2,1,1.2,0.6,0,0.2,0.2,0.6,1,1.9,0.278,0.556,0,2.4,13.6,7.6,11.2,0,2.2,10,10.5,-0.1,0.1,0,-0.027,-6.6,0.7,-5.8,0
87,Serge Ibaka\ibakase01,PF,26,OKC,18,18,33.4,4.7,9.1,0.521,1.7,3.8,0.449,3,5.2,0.574,0.617,0.8,1.1,0.75,1.3,5,6.3,0.6,0.8,1.3,0.5,2.8,12,15.3,0.629,0.423,0.123,4.3,16.4,10.5,2.5,1.2,3.1,5,13,1.4,0.7,2,0.163,1.5,2.4,3.9,0.9
88,Andre Iguodala\iguodan01,SF,32,GSW,24,3,32,3.3,6.8,0.476,1,2.7,0.385,2.2,4.1,0.535,0.552,1.3,2.4,0.561,1.5,2.9,4.4,3.8,1.2,0.4,1,1.5,8.9,13.8,0.563,0.396,0.348,5,9.7,7.4,16.6,1.9,1,10.8,12.1,1.5,0.7,2.1,0.133,1.5,2.3,3.8,1.1
89,Kyrie Irving\irvinky01,PG,23,CLE,21,21,36.9,9.6,20.1,0.475,2.4,5.5,0.44,7.1,14.6,0.489,0.535,3.7,4.2,0.875,0.7,2.2,3,4.7,1.7,0.6,2.3,2.2,25.2,24.4,0.574,0.274,0.208,2.3,7.1,4.7,23.5,2.5,1.6,9.4,30.4,2.6,0.8,3.4,0.21,4.7,0.1,4.8,1.3
90,Reggie Jackson\jacksre01,PG,25,DET,4,4,36.8,6.3,13.8,0.455,0.8,4.5,0.167,5.5,9.3,0.595,0.482,1,1,1,0.5,2.8,3.3,9.3,1.5,0.5,2.5,2.5,14.3,18.1,0.502,0.327,0.073,1.7,8.8,5.4,43.4,2.3,1.3,15,22.8,0.2,-0.1,0.1,0.047,-0.6,2.8,2.2,0.2
91,LeBron James\jamesle01,SF,31,CLE,21,21,39.1,10.4,19.9,0.525,1.5,4.5,0.34,8.9,15.4,0.579,0.564,3.9,5.9,0.661,2,7.5,9.5,7.6,2.3,1.3,3.6,2.6,26.3,30,0.585,0.225,0.297,6.1,22.4,14.4,36.6,3.2,3.2,13.7,30.7,3.2,1.5,4.7,0.274,7.3,5.8,13.1,3.1
92,Al Jefferson\jeffeal01,C,31,CHO,7,5,24,6,11.9,0.506,0,0,,6,11.9,0.506,0.506,1.3,1.9,0.692,2,4.1,6.1,1.1,0.6,0.4,0.9,1.7,13.3,21.8,0.524,0,0.157,8.9,21.2,14.6,11.5,1.3,1.4,6.3,26.8,0.2,0.2,0.4,0.108,-0.3,0.5,0.1,0.1
93,Richard Jefferson\jefferi01,SF,35,CLE,21,2,18.1,2.1,4,0.524,0.5,1.3,0.393,1.6,2.7,0.589,0.589,0.7,1,0.75,0.8,2.8,3.5,0.7,0.5,0,0.6,1.6,5.4,12.5,0.614,0.333,0.238,5,17.7,11.5,5.4,1.4,0.3,12.3,12.8,0.6,0.4,1,0.124,-0.2,0.8,0.6,0.3
94,Jonas Jerebko\jerebjo01,PF,28,BOS,6,4,27,3.7,7.7,0.478,1.2,3.7,0.318,2.5,4,0.625,0.554,0.7,0.8,0.8,1.2,5.7,6.8,1.7,0.3,0.7,0.8,2.5,9.2,13.3,0.571,0.478,0.109,4.2,23.4,13.2,10.9,0.6,2.2,9.4,14.1,0.2,0.3,0.5,0.138,-0.3,1.7,1.4,0.1
95,Amir Johnson\johnsam01,PF,28,BOS,6,6,22.3,3.7,5.5,0.667,0,0.3,0,3.7,5.2,0.71,0.667,1.2,1.5,0.778,1.8,5.3,7.2,0.7,0.2,1.3,1.7,2.2,8.5,16.7,0.69,0.061,0.273,8.1,26.6,16.8,5.5,0.4,5.3,21.3,15.1,0.2,0.3,0.4,0.158,-2.2,2.9,0.7,0.1
96,James Johnson\johnsja01,PF,28,TOR,10,0,9.8,1.2,2.5,0.48,0.4,0.9,0.444,0.8,1.6,0.5,0.56,0.2,0.3,0.667,0.3,1.2,1.5,0.6,0.3,0,0.7,1.3,3,9.5,0.57,0.36,0.12,3.5,15.6,9.2,10.6,1.6,0,21,15.8,0,0.1,0.1,0.041,-2.8,0.6,-2.2,0
97,Joe Johnson\johnsjo02,SF,34,MIA,14,14,35.1,4.9,11.3,0.43,0.9,3.3,0.283,3.9,8,0.491,0.472,1.5,1.7,0.875,0.5,4.2,4.7,2.5,0.6,0.2,1.3,1.9,12.1,11.6,0.504,0.291,0.152,1.8,13.5,7.9,11.6,0.9,0.5,9.6,18.1,0.3,0.6,0.9,0.09,0.2,0.6,0.8,0.3
98,Stanley Johnson\johnsst04,SF,19,DET,4,0,20.3,3,5.8,0.522,1.5,2.5,0.6,1.5,3.3,0.462,0.652,0.5,0.5,1,0,4,4,0,0.3,0,0.8,2.5,8,12.2,0.67,0.435,0.087,0,23.3,12,0,0.7,0,11.2,16.7,0.1,0,0.1,0.03,-4.4,-0.7,-5.1,-0.1
99,Tyler Johnson\johnsty01,SG,23,MIA,5,0,12.2,1,2.2,0.455,0.6,1.2,0.5,0.4,1,0.4,0.591,1.6,2.2,0.727,0.4,1,1.4,1.6,0.2,0,0.4,1.6,4.2,15.8,0.663,0.545,1,4.1,9.2,6.8,19.6,0.9,0,11.2,13.9,0.2,0.1,0.3,0.23,4.3,-1.2,3.1,0.1
100,Wesley Johnson\johnswe01,SF,28,LAC,6,0,12.8,0.8,2.3,0.357,0.5,1.5,0.333,0.3,0.8,0.4,0.464,0.5,0.5,1,0.8,2.2,3,0.3,0.2,0.7,0.3,1,2.7,10.8,0.522,0.643,0.214,6.5,16.6,11.6,3.7,0.7,4.4,11.5,10,0.1,0.1,0.2,0.102,-1.4,2.3,0.9,0.1
101,Dahntay Jones\jonesda02,SF,35,CLE,15,0,3.3,0.4,0.9,0.462,0.1,0.2,0.333,0.3,0.7,0.5,0.5,0.3,0.3,0.8,0,0.5,0.5,0.1,0.1,0.1,0.1,0.2,1.1,12.6,0.559,0.231,0.385,0,16.3,8.3,5.9,1.1,1.9,6.2,15,0.1,0,0.1,0.116,-2.7,0.2,-2.5,0
102,James Jones\jonesja02,SF,35,CLE,12,0,4.6,0.2,0.8,0.2,0.1,0.6,0.143,0.1,0.3,0.333,0.25,0.1,0.3,0.25,0.1,0.3,0.3,0.3,0,0,0.1,0.3,0.5,-0.7,0.255,0.7,0.4,2.2,6.3,4.3,7.2,0,0,7.8,10.7,-0.1,0,-0.1,-0.079,-5.5,-1.5,-7,-0.1
103,DeAndre Jordan\jordade01,C,27,LAC,6,6,33,4,6.3,0.632,0,0,,4,6.3,0.632,0.632,3.7,9.8,0.373,5,11.3,16.3,1.8,1.2,2.7,1.2,2.8,11.7,24,0.547,0,1.553,15.1,33.8,24.5,8.5,1.8,6.8,9.9,16,0.4,0.5,1,0.231,0.8,6.1,6.8,0.4
104,Cory Joseph\josepco01,SG,24,TOR,20,0,22.6,3.5,7.4,0.466,0.4,1.2,0.333,3.1,6.2,0.492,0.493,1.2,1.6,0.75,0.6,1.5,2.1,2.4,0.9,0.1,1.1,2.4,8.5,13.8,0.524,0.162,0.216,2.8,8.5,5.4,18.9,2.1,0.4,12,18.9,0.4,0.3,0.8,0.082,-0.6,0.6,0,0.2
105,Chris Kaman\kamanch01,C,33,POR,4,0,8,1.8,4.5,0.389,0,0,,1.8,4.5,0.389,0.389,0,0,,0.5,1.5,2,0.3,0.5,0,1.5,2.5,3.5,-1.2,0.389,0,0,6.3,19.8,12.8,5.7,3.1,0,25,32,-0.2,0,-0.2,-0.26,-14.1,0.2,-13.9,-0.1
106,Frank Kaminsky\kaminfr01,C,22,CHO,7,5,27.1,2,6.6,0.304,0.7,2.4,0.294,1.3,4.1,0.31,0.359,2.4,3,0.81,0.4,3.9,4.3,1.1,0.9,0.7,0.3,2.1,7.1,10.3,0.453,0.37,0.457,1.7,17.4,9,7.1,1.7,2.1,3.5,14.3,0,0.2,0.2,0.048,-3.5,2.4,-1.1,0
107,Enes Kanter\kanteen01,C,23,OKC,18,0,17.9,3.6,6.6,0.551,0.1,0.8,0.143,3.5,5.8,0.606,0.559,2.1,2.5,0.844,2.6,3.6,6.2,0.3,0.3,0.6,0.9,2.2,9.4,22.4,0.617,0.119,0.381,16.5,21.7,19.2,2.6,0.8,2.7,11,20.8,1.1,0.4,1.5,0.218,1.4,-0.6,0.8,0.2
108,Kyle Korver\korveky01,SG,34,ATL,10,8,31.6,3.5,7.5,0.467,2.4,5.4,0.444,1.1,2.1,0.524,0.627,0.9,0.9,1,0.3,4.5,4.8,1,0.9,0.4,0.8,2.3,10.3,12.3,0.652,0.72,0.12,1.1,14.6,8.2,4.9,1.6,1.1,9.2,12.3,0.5,0.4,0.8,0.122,1.1,0.7,1.8,0.3
109,Jeremy Lamb\lambje01,SG,23,CHO,3,0,4,1.7,3,0.556,0.3,0.3,1,1.3,2.7,0.5,0.611,0,0,,0.3,1,1.3,0.3,0,0,0,0,3.7,39.5,0.611,0.111,0,8.9,30.7,19,33.7,0,0,0,35.7,0.1,0,0.1,0.255,12.5,0.3,12.8,0
110,Ty Lawson\lawsoty01,PG,28,IND,7,0,10.6,0.9,2.6,0.333,0,0.4,0,0.9,2.1,0.4,0.333,0.6,0.9,0.667,0.1,0.9,1,1.4,0.4,0,0.9,1.1,2.3,5,0.388,0.167,0.333,1.7,8.7,5.4,22.3,2.2,0,22.5,17.3,-0.1,0.1,-0.1,-0.045,-5.7,0.1,-5.5,-0.1
111,Courtney Lee\leeco01,SG,30,CHO,7,7,36.7,3,7.3,0.412,0.6,1.3,0.444,2.4,6,0.405,0.451,2,2.1,0.933,0.7,2.1,2.9,1.3,0.9,0.4,0.7,2.7,8.6,8.5,0.521,0.176,0.294,2.1,7.2,4.4,6,1.2,0.9,8,11.6,0.1,0.1,0.2,0.045,-2.8,1.6,-1.2,0.1
112,David Lee\leeda02,PF,32,DAL,2,0,16.5,3,4,0.75,0,0,,3,4,0.75,0.75,0,0,,0.5,2.5,3,0.5,0,0,0,3.5,6,14.1,0.75,0,0,3.4,18.5,10.6,5.5,0,0,0,11.2,0.1,0,0.1,0.104,-3.2,1.9,-1.3,0
113,Kawhi Leonard\leonaka01,SF,24,SAS,10,10,33.9,8.3,16.6,0.5,1.7,3.9,0.436,6.6,12.7,0.52,0.551,4.2,5.1,0.824,1.4,4.9,6.3,2.8,2.6,1.4,1.6,2.1,22.5,28.6,0.597,0.235,0.307,5.1,15.7,10.7,14.7,4,3.2,7.8,28.1,1.1,0.8,1.9,0.271,7.4,3.2,10.6,1.1
114,Damian Lillard\lillada01,PG,25,POR,11,11,39.7,8.1,22,0.368,3.8,9.7,0.393,4.3,12.3,0.348,0.455,6.5,7.1,0.91,1.1,3.2,4.3,6.3,1.3,0.3,3,2.1,26.5,19.8,0.527,0.442,0.322,2.7,8.4,5.5,28.1,1.6,0.5,10.7,30.2,0.9,0.1,1.1,0.118,3.8,-0.3,3.5,0.6
115,Jeremy Lin\linje01,SG,27,CHO,7,0,27,3.7,9,0.413,0.4,2,0.214,3.3,7,0.469,0.437,4.6,5.6,0.821,0.4,1.9,2.3,2.6,0.7,0,1.6,3,12.4,14.5,0.543,0.222,0.619,1.7,8.4,4.8,18.1,1.4,0,12.1,23,0.2,0.1,0.3,0.069,-0.5,-1,-1.5,0
116,Shaun Livingston\livinsh01,PG,30,GSW,24,7,21.4,3.4,7,0.488,0,0,0,3.4,7,0.491,0.488,1.3,1.5,0.865,0.5,2.6,3.2,3.3,0.5,0.2,1.2,2,8.2,14,0.532,0.006,0.22,2.8,13.1,8,24,1.2,0.8,13.6,18.2,0.7,0.4,1.2,0.108,-1.5,0.9,-0.7,0.2
117,Kevin Love\loveke01,PF,27,CLE,20,19,30.7,4.6,12,0.385,2.3,5.6,0.414,2.3,6.4,0.359,0.481,3.2,3.8,0.84,1.7,7.1,8.8,2.1,0.5,0.4,1.4,1.7,14.7,17.9,0.539,0.464,0.314,6.6,26.8,16.9,10.6,0.8,1.3,9,22.5,1.3,0.7,2,0.157,1.1,0.6,1.7,0.6
118,Kyle Lowry\lowryky01,PG,29,TOR,20,20,38.3,6.6,16.5,0.397,2.1,6.9,0.304,4.5,9.6,0.464,0.461,3.9,5.2,0.75,0.9,3.8,4.7,6,1.6,0.2,3.2,3.7,19.1,16.6,0.508,0.418,0.315,2.7,12.6,7.4,29.2,2.2,0.3,14.4,26.5,0.6,0.7,1.2,0.077,2.7,1,3.7,1.1
119,Ian Mahinmi\mahinia01,C,29,IND,7,7,24.6,3,6,0.5,0,0,,3,6,0.5,0.5,2.1,3.6,0.6,1.7,3.4,5.1,1.1,0.7,0.9,2,3.6,8.1,11.6,0.538,0,0.595,8.6,14.9,12,8.2,1.6,2.9,20.9,18.7,0,0.3,0.2,0.066,-2.9,2.6,-0.2,0.1
120,Boban Marjanovic\marjabo01,C,27,SAS,7,0,6,1.1,1.7,0.667,0,0,,1.1,1.7,0.667,0.667,1.1,1.3,0.889,0.6,1.4,2,0.4,0,0.3,0.4,1.4,3.4,25.4,0.752,0,0.75,11.7,25.9,19.3,11.6,0,3.7,15.8,21,0.2,0.1,0.3,0.336,4.9,0.8,5.8,0.1
121,Jarell Martin\martija01,PF,21,MEM,2,0,23,1.5,4,0.375,0,0,,1.5,4,0.375,0.375,1.5,3,0.5,2,1.5,3.5,0.5,1.5,0,1.5,2,4.5,7.1,0.423,0,0.75,8.7,8.9,8.8,3.6,3.5,0,22,13.6,-0.1,0,-0.1,-0.065,-7.9,4.5,-3.3,0
122,Kevin Martin\martike02,SG,32,SAS,5,0,9.8,1.6,4,0.4,0.8,1.6,0.5,0.8,2.4,0.333,0.5,0.4,0.6,0.667,0,0.8,0.8,0.6,0.2,0,1.2,1,4.4,6,0.516,0.4,0.15,0,8.9,4.7,9.5,1.1,0,22,26,-0.1,0,-0.1,-0.068,-3.4,-2.8,-6.2,-0.1
123,Wesley Matthews\matthwe02,SF,29,DAL,5,5,34.6,4,12,0.333,2,7,0.286,2,5,0.4,0.417,3,3.8,0.789,0.8,2.8,3.6,1.2,1.2,0,0.8,2.8,13,9.7,0.475,0.583,0.317,2.6,9.9,6.1,5.6,1.8,0,5.5,19.4,0,-0.2,-0.1,-0.039,-4.2,2,-2.2,0
124,Luc Mbah a Moute\mbahalu01,PF,29,LAC,5,5,15.6,0.8,1.2,0.667,0,0,,0.8,1.2,0.667,0.667,0.2,0.2,1,0.4,1.6,2,0.2,0.6,0,0.4,1.8,1.8,5.7,0.699,0,0.167,2.6,10.1,6.3,1.8,2,0,23.7,4.8,0,0.1,0.1,0.074,-2.4,2,-0.5,0
125,James Michael McAdoo\mcadoja01,PF,23,GSW,8,0,4.8,0.3,0.5,0.5,0,0,,0.3,0.5,0.5,0.5,0.1,0.5,0.25,0,1,1,0.3,0.4,0.3,0.1,0.8,0.6,8.5,0.434,0,1,0,22.5,11.4,7,3.9,4.2,14.8,7.8,0,0.1,0.1,0.079,-5.6,6.8,1.2,0
126,C.J. McCollum\mccolcj01,SG,24,POR,11,11,40.2,7.6,17.9,0.426,1.8,5.3,0.345,5.8,12.6,0.46,0.477,3.4,4.2,0.804,0.6,3,3.6,3.3,0.9,0.5,1.8,2.7,20.5,14,0.518,0.294,0.234,1.6,7.9,4.6,14.2,1.1,0.9,8.4,22.9,0.5,0.1,0.6,0.062,-0.6,0.2,-0.5,0.2
127,K.J. McDaniels\mcdankj01,SF,22,HOU,4,0,8.5,1,3.3,0.308,0.3,0.8,0.333,0.8,2.5,0.3,0.346,0,0,,0.3,1.5,1.8,0.3,0,0.8,0,0.8,2.3,7.3,0.346,0.231,0,2.9,19.8,10.9,5.2,0,7.6,0,15.7,0,0,0,-0.026,-9.4,4,-5.4,0
128,JaVale McGee\mcgeeja01,C,28,DAL,2,0,7,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,1,3,0.333,1,0.5,1.5,0,0.5,0,1.5,1.5,2,-0.5,0.431,0,3,16,8.7,12.5,0,3.7,0,39.3,25.3,-0.1,0,-0.1,-0.3,-15.6,1.2,-14.3,0
129,Jordan McRae\mcraejo01,PG,24,CLE,2,0,2,2,2,1,0.5,0.5,1,1.5,1.5,1,1.125,0,0,,0,1,1,0,0,0,0,0,4.5,110.5,1.125,0.25,0,0,58.2,29.5,0,0,0,0,46.2,0.2,0,0.2,1.896,31.5,-14.9,16.5,0
130,Josh McRoberts\mcrobjo01,PF,28,MIA,10,0,13.4,1.6,3.4,0.471,0,0.7,0,1.6,2.7,0.593,0.471,0.6,0.6,1,0.7,1.9,2.6,0.9,0.5,0.5,0.4,2,3.8,13.7,0.519,0.206,0.176,6.5,15.9,11.5,10.6,2,2.9,9.8,14.4,0.2,0.3,0.4,0.153,0.3,3,3.3,0.2
131,Jodie Meeks\meeksjo01,SG,28,DET,1,0,2,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,2,46.3,1,0,0,0,0,0,0,0,0,0,25.1,0,0,0,0.312,11.1,-3.3,7.7,0
132,Salah Mejri\mejrisa01,C,29,DAL,4,1,19,1.8,2.5,0.7,0,0,,1.8,2.5,0.7,0.7,1.3,3,0.417,1.3,2,3.3,0.3,0.8,1.3,0,2.8,4.8,14.7,0.622,0,1.2,7.4,12.8,10,2,2.1,5.8,0,9.3,0.2,0,0.1,0.086,-4.6,7.1,2.6,0.1
133,Jordan Mickey\mickejo01,PF,21,BOS,2,0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0.5,0.5,1,1,0,0.5,0,0,2,24.1,0.5,0,0,9.8,11.1,10.4,39.8,0,8.9,0,17.2,0,0,0,0.229,3,3.4,6.4,0
134,C.J. Miles\milescj01,SF,28,IND,7,0,13.1,1.4,5.4,0.263,0.3,2.9,0.1,1.1,2.6,0.444,0.289,0.3,0.4,0.667,0.6,2.9,3.4,0.6,0.1,0.1,0.4,1,3.4,3.2,0.305,0.526,0.079,5.4,23.3,15,7.5,0.6,0.9,7.1,22.1,-0.3,0.1,-0.2,-0.091,-7,-1.2,-8.2,-0.1
135,Andre Miller\millean02,PG,39,SAS,5,0,7,0.6,1.4,0.429,0.2,0.6,0.333,0.4,0.8,0.5,0.5,0.4,0.4,1,0.4,0.6,1,1.4,0,0,0,0.8,1.8,15.8,0.571,0.429,0.286,7,9.3,8.3,27.8,0,0,0,10.5,0.1,0,0.2,0.231,5,-2.2,2.8,0
136,Patty Mills\millspa02,PG,27,SAS,10,0,16.7,2.3,5.3,0.434,1.3,3.6,0.361,1,1.7,0.588,0.557,0.7,1.1,0.636,0,1.4,1.4,2,0.7,0,0.8,0.3,6.6,15.2,0.571,0.679,0.208,0,9.1,4.8,17.9,2.2,0,12.2,18.4,0.2,0.2,0.4,0.124,3.7,-1.1,2.6,0.2
137,Paul Millsap\millspa01,PF,30,ATL,10,10,36.5,5.9,13.7,0.431,0.8,3.3,0.242,5.1,10.4,0.49,0.46,4.1,5.5,0.745,2.8,6.6,9.4,2.7,1.3,2.3,2.6,2.9,16.7,17.6,0.518,0.241,0.401,8.7,18.6,13.8,12.5,1.8,5.7,13.9,23,0.2,0.6,0.8,0.109,-0.6,3.8,3.2,0.5
138,Nazr Mohammed\mohamna01,C,38,OKC,5,0,2,0.2,0.4,0.5,0,0,,0.2,0.4,0.5,0.5,0,0,,0.2,0.4,0.6,0,0,0.2,0.2,0.2,0.4,8.2,0.5,0,0,11.4,21.9,16.7,0,0,7.9,33.3,13,0,0,0,-0.005,-8.7,1.3,-7.4,0
139,Luis Montero\montelu01,SG,22,POR,6,0,1.3,0.5,0.5,1,0.3,0.3,1,0.2,0.2,1,1.333,0,0,,0,0,0,0,0,0,0,0.2,1.3,42.2,1.333,0.667,0,0,0,0,0,0,0,0,16,0,0,0,0.265,17.2,-4.7,12.5,0
140,Marcus Morris\morrima03,SF,26,DET,4,4,36,5.5,11.8,0.468,1.8,4.5,0.389,3.8,7.3,0.517,0.543,5,5.8,0.87,0.5,2.8,3.3,2.5,0.5,0,1.3,4.3,17.8,16.7,0.621,0.383,0.489,1.8,9,5.5,11.6,0.8,0,8,21.7,0.4,-0.1,0.3,0.096,1,1.3,2.3,0.2
141,Anthony Morrow\morroan01,SG,30,OKC,14,0,5.4,0.8,1.7,0.458,0.4,1,0.357,0.4,0.7,0.6,0.563,0.7,0.7,1,0,0.1,0.1,0.1,0.1,0,0.3,0.4,2.6,12.7,0.651,0.583,0.417,0,2.9,1.5,2,0.7,0,12.3,18.5,0.2,0,0.2,0.12,0.4,-3,-2.6,0
142,Donatas Motiejunas\motiedo01,PF,25,HOU,5,4,19.6,3.2,7.4,0.432,0.8,1.8,0.444,2.4,5.6,0.429,0.486,1.6,3.4,0.471,2,3.2,5.2,1,0.8,0.4,2.4,2.2,8.8,11.6,0.495,0.243,0.459,10.2,18.3,14,9.7,2,1.8,21.2,23.7,-0.1,0.1,-0.1,-0.044,-5.4,2.7,-2.8,0
143,Timofey Mozgov\mozgoti01,C,29,CLE,13,0,5.8,0.5,1.2,0.4,0,0,,0.5,1.2,0.4,0.4,0.2,0.3,0.75,0.4,1.2,1.6,0.2,0.2,0.2,0.6,1.2,1.2,4.7,0.447,0,0.267,7.9,24.5,16.3,3.7,2.1,3.8,32.3,15.1,-0.2,0.1,0,-0.023,-8,3.4,-4.6,-0.1
144,Xavier Munford\munfoxa02,SG,23,MEM,4,0,22.3,2.3,7,0.321,0.3,2,0.125,2,5,0.4,0.339,0,0.5,0,0.3,2,2.3,2.5,1.5,0.8,1.3,2,4.8,6.7,0.329,0.286,0.071,1.1,12.2,5.8,19.9,3.6,3,14.8,17.5,-0.2,0,-0.2,-0.106,-8.4,5.6,-2.8,0
145,Mike Muscala\muscami01,C,24,ATL,9,0,7.4,1.1,2.2,0.5,0.2,0.7,0.333,0.9,1.6,0.571,0.55,0.2,0.2,1,0.8,1.1,1.9,0.3,0,0.1,0.3,0.7,2.7,13.7,0.575,0.3,0.1,11.8,15.3,13.6,7.4,0,1.3,12.6,16,0.1,0,0.2,0.109,-0.5,-1.5,-2,0
146,Lucas Nogueira\noguelu01,C,23,TOR,5,0,5.8,0.6,0.8,0.75,0,0,,0.6,0.8,0.75,0.75,0,0,,0.2,1.4,1.6,0,0,0,0,0.6,1.2,11.3,0.75,0,0,3.9,30.8,16.5,0,0,0,0,6.4,0.1,0,0.1,0.138,-5,-3,-7.9,0
147,Dirk Nowitzki\nowitdi01,PF,37,DAL,5,5,34,8.2,16.6,0.494,0.8,2.2,0.364,7.4,14.4,0.514,0.518,3.2,3.4,0.941,0.6,4.2,4.8,1.6,0.4,0.6,1.4,1.8,20.4,18.7,0.564,0.133,0.205,2,15,8.2,9.5,0.6,1.5,7.2,26.6,0.3,-0.2,0.1,0.034,-3.2,1.6,-1.5,0
148,Kelly Olynyk\olynyke01,C,24,BOS,4,0,8,0.3,2.3,0.111,0,0.8,0,0.3,1.5,0.167,0.111,0,0,,0.5,0.5,1,0.8,0.3,0,1,1.3,0.5,-8.3,0.111,0.333,0,6.1,7,6.5,14,1.5,0,30.8,17.5,-0.2,0,-0.2,-0.275,-12.4,0.2,-12.1,-0.1
149,Zaza Pachulia\pachuza01,C,31,DAL,5,4,22.4,1.8,4.8,0.375,0,0,,1.8,4.8,0.375,0.375,3,3.4,0.882,2,3.4,5.4,3.2,0.6,0.2,0.4,2.6,6.6,17.2,0.524,0,0.708,10,18.5,14.1,21.7,1.4,0.8,6,13.8,0.3,-0.1,0.3,0.109,-2.5,5.2,2.7,0.1
150,Tony Parker\parketo01,PG,33,SAS,10,10,26.4,4.4,9.8,0.449,0.4,1.6,0.25,4,8.2,0.488,0.469,1.2,1.4,0.857,0.1,2.1,2.2,5.3,0.6,0.2,1.8,1.5,10.4,14.3,0.499,0.163,0.143,0.5,8.7,4.8,31.4,1.2,0.6,14.7,21.6,0.2,0.3,0.4,0.079,0.7,-1.5,-0.9,0.1
151,Lamar Patterson\pattela01,SG,24,ATL,4,0,5,0.5,1.8,0.286,0.3,0.8,0.333,0.3,1,0.25,0.357,0.3,0.3,1,0,1.3,1.3,0.8,0.3,0,1,0.3,1.5,2.7,0.403,0.429,0.143,0,25.7,13.4,22.9,2.5,0,35,25.6,-0.1,0,-0.1,-0.183,-10.3,1.2,-9.1,0
152,Patrick Patterson\pattepa01,PF,26,TOR,20,9,29.2,2.8,6.8,0.404,1.1,3.5,0.3,1.7,3.3,0.515,0.482,1.1,1.3,0.846,1.5,2.4,3.9,1.2,0.4,0.5,0.9,1.6,7.7,10.1,0.519,0.515,0.191,5.6,10.5,7.9,6.8,0.6,1.4,10.9,13.2,0.5,0.3,0.7,0.061,-0.7,1.1,0.5,0.4
153,Chris Paul\paulch01,PG,30,LAC,4,4,31.3,9.3,19,0.487,1.5,5,0.3,7.8,14,0.554,0.526,3.8,3.8,1,1,3,4,7.3,2.3,0,1,3,23.8,33.2,0.575,0.263,0.197,3.2,9.4,6.3,48.5,3.7,0,4.6,30.9,0.7,0.2,0.8,0.322,13.6,0.6,14.2,0.5
154,Cameron Payne\payneca01,PG,21,OKC,10,0,6.4,0.7,2.6,0.269,0.2,1,0.2,0.5,1.6,0.313,0.308,0.2,0.4,0.5,0,0.4,0.4,0.8,0.2,0.2,0.8,0.7,1.8,-0.6,0.324,0.385,0.154,0,6.9,3.5,18.2,1.6,2.5,22.4,24.3,-0.3,0.1,-0.3,-0.189,-9.5,-0.3,-9.8,-0.1
155,Paul Pierce\piercpa01,SF,38,LAC,5,1,10.8,0.4,2.4,0.167,0.2,1,0.2,0.2,1.4,0.143,0.208,0.2,0.8,0.25,0,1.2,1.2,0.2,0.4,0,0.4,1.2,1.2,-3.4,0.218,0.417,0.333,0,10.9,5.5,2.5,1.9,0,12.7,13,-0.2,0.1,-0.2,-0.141,-8.4,0.5,-7.9,-0.1
156,Mason Plumlee\plumlma01,C,25,POR,11,11,27.8,2.5,6.4,0.4,0,0,,2.5,6.4,0.4,0.4,1.9,3,0.636,3.4,8.5,11.8,4.8,0.6,1,2.3,3.8,7,15.3,0.456,0,0.471,12.1,32,21.8,25.7,1.1,2.8,22.8,15.3,0.2,0.4,0.6,0.09,-3,6.1,3.1,0.4
